date,product_code,product,variant,sold_quantity
2020-12-01,A3521150705,"AQ Trigger","Premium 1",897
2020-12-01,A3718150101,"AQ LION x1",Standard,114
2020-12-01,A3718150102,"AQ LION x1","Plus 1 ",149
2020-12-01,A3718150103,"AQ LION x1","Plus 2",62
2020-12-01,A3718150105,"AQ LION x1",Premium,57
2020-12-01,A3818150201,"AQ LION x2",Standard,138
2020-12-01,A3818150202,"AQ LION x2","Plus 1 ",127
2020-12-01,A3819150203,"AQ LION x2","Plus 2",68
2020-12-01,A3819150204,"AQ LION x2","Plus 3",98
2020-12-01,A3819150205,"AQ LION x2",Premium,61
2020-12-01,A3920150301,"AQ LION x3",Standard,45
2020-12-01,A3920150302,"AQ LION x3","Plus 1 ",55
2020-12-01,A3920150303,"AQ LION x3","Plus 2",152
2020-12-01,A3920150304,"AQ LION x3","Plus 3",128
2020-12-01,A3920150305,"AQ LION x3",Premium,82
2020-12-01,A4020150401,"AQ Mx NB",Standard,105
2020-12-01,A4020150402,"AQ Mx NB","Plus 1 ",62
2020-12-01,A4021150403,"AQ Mx NB","Plus 2",86
2020-12-01,A4021150404,"AQ Mx NB","Plus 3",89
2020-12-01,A4021150405,"AQ Mx NB",Premium,68
2020-12-01,A4118110105,"AQ Aspiron","Plus Blue",57
2020-12-01,A4118110106,"AQ Aspiron","Plus Red",54
2020-12-01,A4118110107,"AQ Aspiron","Premium Black",30
2020-12-01,A4218110201,"AQ Digit","Standard Grey",35
2020-12-01,A4218110202,"AQ Digit","Standard Blue",42
2020-12-01,A4218110203,"AQ Digit","Standard Red",48
2020-12-01,A4218110204,"AQ Digit","Plus Grey",41
2020-12-01,A4218110205,"AQ Digit","Plus Blue",40
2020-12-01,A4218110206,"AQ Digit","Plus Red",18
2020-12-01,A4218110207,"AQ Digit","Premium Black",46
2020-12-01,A4218110208,"AQ Digit","Premium Misty Green",57
2020-12-01,A4318110301,"AQ Velocity","Standard Grey",42
2020-12-01,A4319110302,"AQ Velocity","Standard Blue",33
2020-12-01,A4319110303,"AQ Velocity","Standard Red",56
2020-12-01,A4319110304,"AQ Velocity","Plus Grey",73
2020-12-01,A4319110305,"AQ Velocity","Plus Blue",12
2020-12-01,A4319110306,"AQ Velocity","Plus Red",62
2020-12-01,A4419110401,"AQ Elite","Standard Grey",67
2020-12-01,A4419110402,"AQ Elite","Standard Blue",70
2020-12-01,A4419110403,"AQ Elite","Standard Red",17
2020-12-01,A4419110404,"AQ Elite","Plus Grey",51
2020-12-01,A4419110405,"AQ Elite","Plus Blue",39
2020-12-01,A4419110406,"AQ Elite","Plus Red",27
2020-12-01,A4419110407,"AQ Elite","Premium Black",16
2020-12-01,A4419110408,"AQ Elite","Premium Misty Green",62
2020-12-01,A4519110501,"AQ Gen X","Standard Grey",44
2020-12-01,A4519110502,"AQ Gen X","Standard Blue",54
2020-12-01,A4519110503,"AQ Gen X","Standard Red",68
2020-12-01,A4520110504,"AQ Gen X","Plus Grey",40
2020-12-01,A4520110505,"AQ Gen X","Plus Blue",15
2020-12-01,A4520110506,"AQ Gen X","Plus Red",21
2020-12-01,A4520110507,"AQ Gen X","Premium Black",68
2020-12-01,A4520110508,"AQ Gen X","Premium Misty Green",70
2020-12-01,A4620110601,"AQ Gen Y","Standard Grey",24
2020-12-01,A4620110602,"AQ Gen Y","Standard Blue",31
2020-12-01,A4620110603,"AQ Gen Y","Standard Red",37
2020-12-01,A4620110604,"AQ Gen Y","Plus Grey",56
2020-12-01,A4620110605,"AQ Gen Y","Plus Blue",16
2020-12-01,A4620110606,"AQ Gen Y","Plus Red",56
2020-12-01,A4620110607,"AQ Gen Y","Premium Black",58
2020-12-01,A4620110608,"AQ Gen Y","Premium Misty Green",40
2020-12-01,A4720110701,"AQ GEN Z","Standard Grey",30
2020-12-01,A4720110702,"AQ GEN Z","Standard Blue",41
2020-12-01,A4721110703,"AQ GEN Z","Standard Red",37
2020-12-01,A4721110704,"AQ GEN Z","Plus Grey",48
2020-12-01,A4721110705,"AQ GEN Z","Plus Blue",19
2020-12-01,A4918110101,"AQ BZ 101","Standard Grey",36
2020-12-01,A4918110102,"AQ BZ 101","Standard Blue",39
2020-12-01,A4918110103,"AQ BZ 101","Premium Black",41
2020-12-01,A4918110104,"AQ BZ 101","Premium Misty Green",41
2020-12-01,A5018110201,"AQ BZ Compact","Standard Grey",34
2020-12-01,A5018110202,"AQ BZ Compact","Standard Blue",35
2020-12-01,A5018110203,"AQ BZ Compact","Standard Red",22
2020-12-01,A5018110204,"AQ BZ Compact","Plus Grey",47
2020-12-01,A5018110205,"AQ BZ Compact","Plus Blue",18
2020-12-01,A5018110206,"AQ BZ Compact","Plus Red",21
2020-12-01,A5018110207,"AQ BZ Compact","Premium Black",12
2020-12-01,A5019110208,"AQ BZ Compact","Premium Misty Green",36
2020-12-01,A5119110301,"AQ BZ Gen Y","Standard Grey",40
2020-12-01,A5119110302,"AQ BZ Gen Y","Standard Blue",19
2020-12-01,A5119110303,"AQ BZ Gen Y","Standard Red",43
2020-12-01,A5119110305,"AQ BZ Gen Y","Plus Blue",45
2020-12-01,A5119110306,"AQ BZ Gen Y","Plus Red",18
2020-12-01,A5119110307,"AQ BZ Gen Y","Premium Black",16
2020-12-01,A5119110308,"AQ BZ Gen Y","Premium Misty Green",24
2020-12-01,A5219110401,"AQ BZ Gen Z","Standard Grey",35
2020-12-01,A5219110402,"AQ BZ Gen Z","Standard Blue",40
2020-12-01,A5219110403,"AQ BZ Gen Z","Standard Red",35
2020-12-01,A5219110405,"AQ BZ Gen Z","Plus Blue",41
2020-12-01,A5219110406,"AQ BZ Gen Z","Plus Red",41
2020-12-01,A5219110407,"AQ BZ Gen Z","Premium Black",23
2020-12-01,A5220110408,"AQ BZ Gen Z","Premium Misty Green",19
2020-12-01,A5318110103,"AQ Gamer 1","Standard Black",18
2020-12-01,A5318110104,"AQ Gamer 1","Plus Firey Red",16
2020-12-01,A5318110105,"AQ Gamer 1","Plus Cool Blue",13
2020-12-01,A5318110106,"AQ Gamer 1","Plus Black",7
2020-12-01,A5318110107,"AQ Gamer 1","Premium Black",31
2020-12-01,A5318110108,"AQ Gamer 1","Premium Misty Green",29
2020-12-01,A5419110201,"AQ Gamer 2","Standard Firey Red",22
2020-12-01,A5419110202,"AQ Gamer 2","Standard Cool Blue",16
2020-12-01,A5419110203,"AQ Gamer 2","Standard Black",27
2020-12-01,A5419110204,"AQ Gamer 2","Plus Firey Red",9
2020-12-01,A5419110205,"AQ Gamer 2","Plus Cool Blue",25
2020-12-01,A5419110206,"AQ Gamer 2","Plus Black",7
2020-12-01,A5419110207,"AQ Gamer 2","Premium Black",6
2020-12-01,A5419110208,"AQ Gamer 2","Premium Misty Green",9
2020-12-01,A5519110301,"AQ Gamer 3","Standard Firey Red",8
2020-12-01,A5519110302,"AQ Gamer 3","Standard Cool Blue",30
2020-12-01,A5519110303,"AQ Gamer 3","Standard Black",30
2020-12-01,A5519110304,"AQ Gamer 3","Plus Firey Red",25
2020-12-01,A5520110305,"AQ Gamer 3","Plus Cool Blue",13
2020-12-01,A5520110306,"AQ Gamer 3","Plus Black",9
2020-12-01,A5520110307,"AQ Gamer 3","Premium Black",18
2020-12-01,A5520110308,"AQ Gamer 3","Premium Misty Green",22
2020-12-01,A5620110401,"AQ Smash 1","Standard Firey Red",11
2020-12-01,A5620110402,"AQ Smash 1","Standard Cool Blue",17
2020-12-01,A5621110403,"AQ Smash 1","Standard Black",9
2020-12-01,A5621110404,"AQ Smash 1","Plus Firey Red",25
2020-12-01,A5621110405,"AQ Smash 1","Plus Cool Blue",25
2020-12-01,A5621110406,"AQ Smash 1","Plus Black",25
2020-12-01,A5621110407,"AQ Smash 1","Premium Black",19
2020-12-01,A5621110408,"AQ Smash 1","Premium Misty Green",18
2020-12-01,A5721110501,"AQ Smash 2","Standard Firey Red",9
2020-12-01,A5721110502,"AQ Smash 2","Standard Cool Blue",25
2020-12-01,A5721110503,"AQ Smash 2","Standard Black",24
2020-12-01,A5721110504,"AQ Smash 2","Plus Firey Red",11
2020-12-01,A5721110505,"AQ Smash 2","Plus Cool Blue",30
2020-12-01,A5721110506,"AQ Smash 2","Plus Black",21
2020-12-01,A5820110101,"AQ BZ Allin1","Standard 1",24
2020-12-01,A5820110102,"AQ BZ Allin1","Standard 2",13
2020-12-01,A5820110103,"AQ BZ Allin1","Standard 3",35
2020-12-01,A5820110104,"AQ BZ Allin1","Plus 1",41
2020-12-01,A5820110105,"AQ BZ Allin1","Plus 2",9
2020-12-01,A5820110106,"AQ BZ Allin1","Plus 3",35
2020-12-01,A5820110107,"AQ BZ Allin1","Premium 1",12
2020-12-01,A5821110108,"AQ BZ Allin1","Premium 2",51
2020-12-01,A6018110101,"AQ Home Allin1","Standard 1",3
2020-12-01,A6018110102,"AQ Home Allin1","Standard 2",9
2020-12-01,A6018110103,"AQ Home Allin1","Standard 3",5
2020-12-01,A6018110104,"AQ Home Allin1","Plus 1",6
2020-12-01,A6018110105,"AQ Home Allin1","Plus 2",8
2020-12-01,A6018110106,"AQ Home Allin1","Plus 3",2
2020-12-01,A6019110107,"AQ Home Allin1","Premium 1",4
2020-12-01,A6019110108,"AQ Home Allin1","Premium 2",10
2020-12-01,A6119110201,"AQ HOME Allin1 Gen 2","Standard 1",8
2020-12-01,A6119110202,"AQ HOME Allin1 Gen 2","Standard 2",9
2020-12-01,A6119110203,"AQ HOME Allin1 Gen 2","Standard 3",10
2020-12-01,A6119110204,"AQ HOME Allin1 Gen 2","Plus 1",6
2020-12-01,A6120110205,"AQ HOME Allin1 Gen 2","Plus 2",8
2020-12-01,A6120110206,"AQ HOME Allin1 Gen 2","Plus 3",4
2020-12-01,A6218160101,"AQ Digit SSD",Standard,341
2020-12-01,A6218160102,"AQ Digit SSD",Plus,1247
2020-12-01,A6219160103,"AQ Digit SSD",Premium,1393
2020-12-01,A6319160201,"AQ Neuer SSD",Standard,782
2020-12-01,A6319160202,"AQ Neuer SSD",Plus,1715
2020-12-01,A6319160203,"AQ Neuer SSD",Premium,438
2020-12-01,A6419160301,"AQ Clx1",Standard,1348
2020-12-01,A6419160302,"AQ Clx1",Plus,943
2020-12-01,A6419160303,"AQ Clx1",Premium,1662
2020-12-01,A6519160401,"AQ Clx2",Standard,539
2020-12-01,A6520160402,"AQ Clx2",Plus,195
2020-12-01,A6520160403,"AQ Clx2",Premium,839
2020-12-01,A6620160501,"AQ Clx3",Standard,1127
2020-12-01,A6720160103,"AQ Pen Drive 2 IN 1",Premium,703
2020-12-01,A6818160201,"AQ Pen Drive DRC",Standard,2085
2020-12-01,A6818160202,"AQ Pen Drive DRC",Plus,722
2020-12-01,A6819160203,"AQ Pen Drive DRC",Premium,1394
2020-12-01,A7118160101,"AQ Wi Power Dx1",Standard,1218
2020-12-01,A7119160102,"AQ Wi Power Dx1",Plus,697
2020-12-01,A7119160103,"AQ Wi Power Dx1",Premium,293
2020-12-01,A7219160201,"AQ Wi Power Dx2",Standard,531
2020-12-01,A7220160202,"AQ Wi Power Dx2",Plus,1083
2020-12-01,A7220160203,"AQ Wi Power Dx2",Premium,132
2020-12-01,A7321160301,"AQ Wi Power Dx3",Standard,135
2020-12-01,A7321160302,"AQ Wi Power Dx3",Plus,487
2020-12-01,A7321160303,"AQ Wi Power Dx3",Premium,708
2021-01-01,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,182
2021-01-01,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,121
2021-01-01,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,142
2021-01-01,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",35
2021-01-01,A0219150201,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",Standard,161
2021-01-01,A0219150202,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",Plus,241
2021-01-01,A0220150203,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",Premium,41
2021-01-01,A0320150301,"AQ Zion Saga",Standard,121
2021-01-01,A0321150302,"AQ Zion Saga",Plus,164
2021-01-01,A0321150303,"AQ Zion Saga",Premium,172
2021-01-01,A0418150103,"AQ Mforce Gen X","Standard 3",133
2021-01-01,A0418150104,"AQ Mforce Gen X","Plus 1",155
2021-01-01,A0418150105,"AQ Mforce Gen X","Plus 2",176
2021-01-01,A0418150106,"AQ Mforce Gen X","Plus 3",121
2021-01-01,A0519150201,"AQ Mforce Gen Y","Standard 1",81
2021-01-01,A0519150202,"AQ Mforce Gen Y","Standard 2",65
2021-01-01,A0519150203,"AQ Mforce Gen Y","Standard 3",144
2021-01-01,A0519150204,"AQ Mforce Gen Y","Plus 1",114
2021-01-01,A0519150205,"AQ Mforce Gen Y","Plus 2",166
2021-01-01,A0519150206,"AQ Mforce Gen Y","Plus 3",120
2021-01-01,A0519150207,"AQ Mforce Gen Y","Premium 1",20
2021-01-01,A0519150208,"AQ Mforce Gen Y","Premium 2",72
2021-01-01,A0619150301,"AQ Mforce Gen Z","Standard 1",123
2021-01-01,A0619150302,"AQ Mforce Gen Z","Standard 2",27
2021-01-01,A0620150303,"AQ Mforce Gen Z","Standard 3",42
2021-01-01,A0620150304,"AQ Mforce Gen Z","Plus 1",152
2021-01-01,A0620150305,"AQ Mforce Gen Z","Plus 2",190
2021-01-01,A0620150306,"AQ Mforce Gen Z","Plus 3",79
2021-01-01,A0621150307,"AQ Mforce Gen Z","Premium 1",126
2021-01-01,A0621150308,"AQ Mforce Gen Z","Premium 2",188
2021-01-01,A0721150401,"AQ GT 21",Standard,72
2021-01-01,A0721150402,"AQ GT 21","Plus 1",120
2021-01-01,A0721150403,"AQ GT 21","Plus 2",48
2021-01-01,A0721150404,"AQ GT 21",Premium,126
2021-01-01,A0821150501,"AQ Marquee P3",Standard,86
2021-01-01,A0821150502,"AQ Marquee P3","Plus 1",161
2021-01-01,A0821150503,"AQ Marquee P3","Plus 2",73
2021-01-01,A0821150504,"AQ Marquee P3",Premium,132
2021-01-01,A0921150601,"AQ Marquee P4",Standard,104
2021-01-01,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Standard,82
2021-01-01,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",Plus,37
2021-01-01,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,48
2021-01-01,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,46
2021-01-01,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,184
2021-01-01,A1119150203,"AQ 5000 Series Electron 8 5900X Desktop Processor",Premium,75
2021-01-01,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,193
2021-01-01,A1219150302,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Plus,177
2021-01-01,A1219150303,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Premium,34
2021-01-01,A1319150401,"AQ Electron 5 3600 Desktop Processor",Standard,158
2021-01-01,A1320150402,"AQ Electron 5 3600 Desktop Processor",Plus,65
2021-01-01,A1320150403,"AQ Electron 5 3600 Desktop Processor",Premium,59
2021-01-01,A1420150501,"AQ Electron 4 3600 Desktop Processor",Standard,116
2021-01-01,A1420150502,"AQ Electron 4 3600 Desktop Processor",Plus,164
2021-01-01,A1421150503,"AQ Electron 4 3600 Desktop Processor",Premium,28
2021-01-01,A1521150601,"AQ Electron 3 3600 Desktop Processor",Standard,121
2021-01-01,A1521150602,"AQ Electron 3 3600 Desktop Processor",Plus,68
2021-01-01,A1618150101,"AQ MB Elite",Standard,131
2021-01-01,A1618150102,"AQ MB Elite","Plus 1",90
2021-01-01,A1618150103,"AQ MB Elite","Plus 2",57
2021-01-01,A1618150104,"AQ MB Elite",Premium,91
2021-01-01,A1718150201,"AQ MB Crossx",Standard,108
2021-01-01,A1718150202,"AQ MB Crossx","Plus 1",109
2021-01-01,A1718150203,"AQ MB Crossx","Plus 2",92
2021-01-01,A1718150204,"AQ MB Crossx",Premium,39
2021-01-01,A1819150301,"AQ MB Crossx 2",Standard,121
2021-01-01,A1819150302,"AQ MB Crossx 2","Plus 1",17
2021-01-01,A1819150303,"AQ MB Crossx 2","Plus 2",38
2021-01-01,A1819150304,"AQ MB Crossx 2",Premium,113
2021-01-01,A1919150401,"AQ MB Lito",Standard,52
2021-01-01,A1919150402,"AQ MB Lito","Plus 1",97
2021-01-01,A1919150403,"AQ MB Lito","Plus 2",107
2021-01-01,A1920150404,"AQ MB Lito",Premium,26
2021-01-01,A2020150501,"AQ MB Lito 2",Standard,130
2021-01-01,A2020150502,"AQ MB Lito 2","Plus 1",77
2021-01-01,A2021150503,"AQ MB Lito 2","Plus 2",26
2021-01-01,A2118150101,"AQ Master wired x1 Ms","Standard 1",306
2021-01-01,A2118150102,"AQ Master wired x1 Ms","Standard 2",797
2021-01-01,A2118150103,"AQ Master wired x1 Ms","Plus 1",915
2021-01-01,A2118150104,"AQ Master wired x1 Ms","Plus 2",851
2021-01-01,A2118150105,"AQ Master wired x1 Ms","Premium 1",869
2021-01-01,A2118150106,"AQ Master wired x1 Ms","Premium 2",647
2021-01-01,A2218150201,"AQ Master wireless x1 Ms","Standard 1",349
2021-01-01,A2218150202,"AQ Master wireless x1 Ms","Standard 2",753
2021-01-01,A2219150203,"AQ Master wireless x1 Ms","Plus 1",266
2021-01-01,A2219150204,"AQ Master wireless x1 Ms","Plus 2",248
2021-01-01,A2219150205,"AQ Master wireless x1 Ms","Premium 1",223
2021-01-01,A2219150206,"AQ Master wireless x1 Ms","Premium 2",337
2021-01-01,A2319150301,"AQ Gamers Ms","Standard 1",1011
2021-01-01,A2319150302,"AQ Gamers Ms","Standard 2",699
2021-01-01,A2319150303,"AQ Gamers Ms","Plus 1",584
2021-01-01,A2319150304,"AQ Gamers Ms","Plus 2",924
2021-01-01,A2319150305,"AQ Gamers Ms","Premium 1",678
2021-01-01,A2319150306,"AQ Gamers Ms","Premium 2",666
2021-01-01,A2419150401,"AQ Lite Ms","Standard 1",971
2021-01-01,A2419150402,"AQ Lite Ms","Standard 2",300
2021-01-01,A2419150403,"AQ Lite Ms","Plus 1",917
2021-01-01,A2419150404,"AQ Lite Ms","Plus 2",978
2021-01-01,A2419150405,"AQ Lite Ms","Premium 1",121
2021-01-01,A2420150406,"AQ Lite Ms","Premium 2",892
2021-01-01,A2520150501,"AQ Maxima Ms","Standard 1",329
2021-01-01,A2520150502,"AQ Maxima Ms","Standard 2",982
2021-01-01,A2520150503,"AQ Maxima Ms","Plus 1",193
2021-01-01,A2520150504,"AQ Maxima Ms","Plus 2",478
2021-01-01,A2520150505,"AQ Maxima Ms","Premium 1",849
2021-01-01,A2520150506,"AQ Maxima Ms","Premium 2",164
2021-01-01,A2620150601,"AQ Qwerty Ms","Standard 1",372
2021-01-01,A2620150602,"AQ Qwerty Ms","Standard 2",659
2021-01-01,A2620150603,"AQ Qwerty Ms","Plus 1",578
2021-01-01,A2620150604,"AQ Qwerty Ms","Plus 2",813
2021-01-01,A2620150605,"AQ Qwerty Ms","Premium 1",676
2021-01-01,A2620150606,"AQ Qwerty Ms","Premium 2",387
2021-01-01,A2720150701,"AQ Trigger Ms","Standard 1",722
2021-01-01,A2721150702,"AQ Trigger Ms","Standard 2",200
2021-01-01,A2721150703,"AQ Trigger Ms","Plus 1",842
2021-01-01,A2721150704,"AQ Trigger Ms","Plus 2",807
2021-01-01,A2721150705,"AQ Trigger Ms","Premium 1",1038
2021-01-01,A2721150706,"AQ Trigger Ms","Premium 2",231
2021-01-01,A2821150801,"AQ Lumina Ms","Standard 1",129
2021-01-01,A2918150101,"AQ Master wired x1","Standard 1",498
2021-01-01,A2918150102,"AQ Master wired x1","Standard 2",769
2021-01-01,A2918150103,"AQ Master wired x1","Plus 1",234
2021-01-01,A2918150104,"AQ Master wired x1","Plus 2",535
2021-01-01,A2918150105,"AQ Master wired x1","Premium 1",727
2021-01-01,A2918150106,"AQ Master wired x1","Premium 2",160
2021-01-01,A3018150201,"AQ Master wireless x1","Standard 1",741
2021-01-01,A3018150202,"AQ Master wireless x1","Standard 2",794
2021-01-01,A3018150203,"AQ Master wireless x1","Plus 1",706
2021-01-01,A3019150204,"AQ Master wireless x1","Plus 2",572
2021-01-01,A3019150205,"AQ Master wireless x1","Premium 1",400
2021-01-01,A3019150206,"AQ Master wireless x1","Premium 2",591
2021-01-01,A3119150301,"AQ Gamers ","Standard 1",222
2021-01-01,A3119150302,"AQ Gamers ","Standard 2",201
2021-01-01,A3119150303,"AQ Gamers ","Plus 1",832
2021-01-01,A3120150304,"AQ Gamers ","Plus 2",264
2021-01-01,A3120150305,"AQ Gamers ","Premium 1",699
2021-01-01,A3120150306,"AQ Gamers ","Premium 2",118
2021-01-01,A3220150401,"AQ Lite","Standard 1",498
2021-01-01,A3220150402,"AQ Lite","Standard 2",876
2021-01-01,A3220150403,"AQ Lite","Plus 1",730
2021-01-01,A3220150404,"AQ Lite","Plus 2",546
2021-01-01,A3220150405,"AQ Lite","Premium 1",516
2021-01-01,A3220150406,"AQ Lite","Premium 2",185
2021-01-01,A3320150501,"AQ Maxima","Standard 1",172
2021-01-01,A3320150502,"AQ Maxima","Standard 2",783
2021-01-01,A3320150503,"AQ Maxima","Plus 1",447
2021-01-01,A3320150504,"AQ Maxima","Plus 2",370
2021-01-01,A3320150505,"AQ Maxima","Premium 1",852
2021-01-01,A3320150506,"AQ Maxima","Premium 2",715
2021-01-01,A3420150601,"AQ Qwerty","Standard 1",310
2021-01-01,A3420150602,"AQ Qwerty","Standard 2",686
2021-01-01,A3421150603,"AQ Qwerty","Plus 1",495
2021-01-01,A3421150604,"AQ Qwerty","Plus 2",614
2021-01-01,A3421150605,"AQ Qwerty","Premium 1",644
2021-01-01,A3421150606,"AQ Qwerty","Premium 2",153
2021-01-01,A3521150701,"AQ Trigger","Standard 1",114
2021-01-01,A3521150702,"AQ Trigger","Standard 2",255
2021-01-01,A3521150703,"AQ Trigger","Plus 1",185
2021-01-01,A3521150704,"AQ Trigger","Plus 2",736
2021-01-01,A3521150705,"AQ Trigger","Premium 1",723
2021-01-01,A3718150101,"AQ LION x1",Standard,39
2021-01-01,A3718150102,"AQ LION x1","Plus 1 ",11
2021-01-01,A3718150103,"AQ LION x1","Plus 2",13
2021-01-01,A3718150105,"AQ LION x1",Premium,30
2021-01-01,A3818150201,"AQ LION x2",Standard,13
2021-01-01,A3818150202,"AQ LION x2","Plus 1 ",12
2021-01-01,A3819150203,"AQ LION x2","Plus 2",69
2021-01-01,A3819150204,"AQ LION x2","Plus 3",28
2021-01-01,A3819150205,"AQ LION x2",Premium,74
2021-01-01,A3920150301,"AQ LION x3",Standard,9
2021-01-01,A3920150302,"AQ LION x3","Plus 1 ",80
2021-01-01,A3920150303,"AQ LION x3","Plus 2",70
2021-01-01,A3920150304,"AQ LION x3","Plus 3",12
2021-01-01,A3920150305,"AQ LION x3",Premium,44
2021-01-01,A4020150401,"AQ Mx NB",Standard,81
2021-01-01,A4020150402,"AQ Mx NB","Plus 1 ",22
2021-01-01,A4021150403,"AQ Mx NB","Plus 2",16
2021-01-01,A4021150404,"AQ Mx NB","Plus 3",16
2021-01-01,A4021150405,"AQ Mx NB",Premium,82
2021-01-01,A4118110105,"AQ Aspiron","Plus Blue",24
2021-01-01,A4118110106,"AQ Aspiron","Plus Red",24
2021-01-01,A4118110107,"AQ Aspiron","Premium Black",12
2021-01-01,A4218110201,"AQ Digit","Standard Grey",14
2021-01-01,A4218110202,"AQ Digit","Standard Blue",25
2021-01-01,A4218110203,"AQ Digit","Standard Red",38
2021-01-01,A4218110204,"AQ Digit","Plus Grey",17
2021-01-01,A4218110205,"AQ Digit","Plus Blue",10
2021-01-01,A4218110206,"AQ Digit","Plus Red",23
2021-01-01,A4218110207,"AQ Digit","Premium Black",17
2021-01-01,A4218110208,"AQ Digit","Premium Misty Green",39
2021-01-01,A4318110301,"AQ Velocity","Standard Grey",31
2021-01-01,A4319110302,"AQ Velocity","Standard Blue",9
2021-01-01,A4319110303,"AQ Velocity","Standard Red",21
2021-01-01,A4319110304,"AQ Velocity","Plus Grey",26
2021-01-01,A4319110305,"AQ Velocity","Plus Blue",36
2021-01-01,A4319110306,"AQ Velocity","Plus Red",9
2021-01-01,A4419110401,"AQ Elite","Standard Grey",36
2021-01-01,A4419110402,"AQ Elite","Standard Blue",30
2021-01-01,A4419110403,"AQ Elite","Standard Red",36
2021-01-01,A4419110404,"AQ Elite","Plus Grey",34
2021-01-01,A4419110405,"AQ Elite","Plus Blue",13
2021-01-01,A4419110406,"AQ Elite","Plus Red",21
2021-01-01,A4419110407,"AQ Elite","Premium Black",9
2021-01-01,A4419110408,"AQ Elite","Premium Misty Green",38
2021-01-01,A4519110501,"AQ Gen X","Standard Grey",31
2021-01-01,A4519110502,"AQ Gen X","Standard Blue",28
2021-01-01,A4519110503,"AQ Gen X","Standard Red",38
2021-01-01,A4520110504,"AQ Gen X","Plus Grey",32
2021-01-01,A4520110505,"AQ Gen X","Plus Blue",15
2021-01-01,A4520110506,"AQ Gen X","Plus Red",40
2021-01-01,A4520110507,"AQ Gen X","Premium Black",38
2021-01-01,A4520110508,"AQ Gen X","Premium Misty Green",15
2021-01-01,A4620110601,"AQ Gen Y","Standard Grey",9
2021-01-01,A4620110602,"AQ Gen Y","Standard Blue",7
2021-01-01,A4620110603,"AQ Gen Y","Standard Red",34
2021-01-01,A4620110604,"AQ Gen Y","Plus Grey",37
2021-01-01,A4620110605,"AQ Gen Y","Plus Blue",16
2021-01-01,A4620110606,"AQ Gen Y","Plus Red",17
2021-01-01,A4620110607,"AQ Gen Y","Premium Black",8
2021-01-01,A4620110608,"AQ Gen Y","Premium Misty Green",22
2021-01-01,A4720110701,"AQ GEN Z","Standard Grey",11
2021-01-01,A4720110702,"AQ GEN Z","Standard Blue",31
2021-01-01,A4721110703,"AQ GEN Z","Standard Red",22
2021-01-01,A4721110704,"AQ GEN Z","Plus Grey",15
2021-01-01,A4721110705,"AQ GEN Z","Plus Blue",28
2021-01-01,A4918110101,"AQ BZ 101","Standard Grey",6
2021-01-01,A4918110102,"AQ BZ 101","Standard Blue",23
2021-01-01,A4918110103,"AQ BZ 101","Premium Black",16
2021-01-01,A4918110104,"AQ BZ 101","Premium Misty Green",16
2021-01-01,A5018110201,"AQ BZ Compact","Standard Grey",17
2021-01-01,A5018110202,"AQ BZ Compact","Standard Blue",14
2021-01-01,A5018110203,"AQ BZ Compact","Standard Red",24
2021-01-01,A5018110204,"AQ BZ Compact","Plus Grey",11
2021-01-01,A5018110205,"AQ BZ Compact","Plus Blue",15
2021-01-01,A5018110206,"AQ BZ Compact","Plus Red",22
2021-01-01,A5018110207,"AQ BZ Compact","Premium Black",24
2021-01-01,A5019110208,"AQ BZ Compact","Premium Misty Green",11
2021-01-01,A5119110301,"AQ BZ Gen Y","Standard Grey",22
2021-01-01,A5119110302,"AQ BZ Gen Y","Standard Blue",20
2021-01-01,A5119110303,"AQ BZ Gen Y","Standard Red",12
2021-01-01,A5119110305,"AQ BZ Gen Y","Plus Blue",16
2021-01-01,A5119110306,"AQ BZ Gen Y","Plus Red",19
2021-01-01,A5119110307,"AQ BZ Gen Y","Premium Black",21
2021-01-01,A5119110308,"AQ BZ Gen Y","Premium Misty Green",7
2021-01-01,A5219110401,"AQ BZ Gen Z","Standard Grey",17
2021-01-01,A5219110402,"AQ BZ Gen Z","Standard Blue",13
2021-01-01,A5219110403,"AQ BZ Gen Z","Standard Red",13
2021-01-01,A5219110405,"AQ BZ Gen Z","Plus Blue",12
